ano;esfera_administrativa;cnuc;nome_da_uc;uf;municipios_abrangidos;latitude;longitude;bioma;area_soma_bioma_(ha);grau_de_efetividade;calculo_efetividade;calculo_resultados;calculo_produtos;calculo_contexto;calculo_planejamento;calculo_insumos;calculo_processo
2019;Federal;0000.00.1564;RESERVA EXTRATIVISTA CHAPADA LIMPA;MA;Chapadinha (MA);-3,960044342;-43,5388892;CERRADO;11973;3 - Moderada Efetividade;0.497299577;0.36666667;0.70486111;0.38888889;0.37294827;0.73958333;0.515625
2020;Federal;0000.00.0222;RESERVA EXTRATIVISTA CHICO MENDES;AC;Assis Brasil (AC), Brasiléia (AC), Capixaba (AC), Epitaciolândia (AC), Rio Branco (AC), Sena Madureira (AC), Xapuri (AC);-10,49933743;-68,97681351;AMAZONIA;931319;3 - Moderada Efetividade;0.594093649;0.79513889;0.44791667;0.5;0.68140427;0.515625;0.675
2018;Federal;0000.00.0222;RESERVA EXTRATIVISTA CHICO MENDES;AC;Assis Brasil (AC), Brasiléia (AC), Capixaba (AC), Epitaciolândia (AC), Rio Branco (AC), Sena Madureira (AC), Xapuri (AC);-10,49933743;-68,97681351;AMAZONIA;931319;3 - Moderada Efetividade;0.524675326;0.63194444;0.47222222;0.5;0.58845801;0.475;0.5
2018;Federal;0000.00.0223;RESERVA EXTRATIVISTA CHOCOARE-MATO GROSSO;PA;Santarém Novo (PA);-0,890850805;-47,3954037;AMAZONIA;2783;2 - Efetiva;0.686912895;0.7025463;0.85;0.79166667;0.61969129;0.625;0.55208333
2019;Federal;0000.00.0223;RESERVA EXTRATIVISTA CHOCOARE-MATO GROSSO;PA;Santarém Novo (PA);-0,890850805;-47,3954037;AMAZONIA;2783;2 - Efetiva;0.658005482;0.80416667;0.75;0.47916667;0.65250698;0.6375;0.65625
2017;Federal;0000.00.0223;RESERVA EXTRATIVISTA CHOCOARE-MATO GROSSO;PA;Santarém Novo (PA);-0,890850805;-47,3954037;AMAZONIA;2783;2 - Efetiva;0.657840146;0.65104167;0.79166667;0.80208333;0.57422297;0.57291667;0.575
2020;Federal;0000.00.0223;RESERVA EXTRATIVISTA CHOCOARE-MATO GROSSO;PA;Santarém Novo (PA);-0,890850805;-47,3954037;AMAZONIA;2783;3 - Moderada Efetividade;0.491435939;0.4375;0.79166667;0.5;0.25243189;0.609375;0.47222222
2020;Federal;0000.00.0252;RESERVA EXTRATIVISTA CORUMBAU;BA;Porto Seguro (BA), Prado (BA);-16,97248511;-39,08778385;MARINHO;89996;3 - Moderada Efetividade;0.555319081;0.54375643;0.68055556;0.40972222;0.44826179;0.65625;0.6328125
2018;Federal;0000.00.0252;RESERVA EXTRATIVISTA CORUMBAU;BA;Porto Seguro (BA), Prado (BA);-16,97248511;-39,08778385;MARINHO;89996;3 - Moderada Efetividade;0.495620735;0.50445816;0.671875;0.40833333;0.36361672;0.605;0.46875
2017;Federal;0000.00.0252;RESERVA EXTRATIVISTA CORUMBAU;BA;Porto Seguro (BA), Prado (BA);-16,97248511;-39,08778385;MARINHO;89996;3 - Moderada Efetividade;0.481427943;0.51003086;0.64285714;0.41666667;0.3931855;0.54513889;0.41517857
2019;Federal;0000.00.0252;RESERVA EXTRATIVISTA CORUMBAU;BA;Porto Seguro (BA), Prado (BA);-16,97248511;-39,08778385;MARINHO;89996;3 - Moderada Efetividade;0.477348699;0.50423611;0.59027778;0.32142857;0.3273072;0.65833333;0.5234375
2020;Federal;0000.00.3653;RESERVA EXTRATIVISTA DA BAIA DO TUBARAO;MA;Humberto de Campos (MA), Icatu (MA);-2,401278671;-43,74462195;AMAZONIA;223928;2 - Efetiva;0.722961615;0.68768519;0.78125;0.5;0.73472771;0.92708333;0.75
2019;Federal;0000.00.3653;RESERVA EXTRATIVISTA DA BAIA DO TUBARAO;MA;Humberto de Campos (MA), Icatu (MA);-2,401278671;-43,74462195;AMAZONIA;223928;2 - Efetiva;0.684436496;0.74797619;0.875;0.5;0.66479269;0.703125;0.65625
2018;Federal;0000.00.3653;RESERVA EXTRATIVISTA DA BAIA DO TUBARAO;MA;Humberto de Campos (MA), Icatu (MA);-2,401278671;-43,74462195;AMAZONIA;223928;2 - Efetiva;0.602250805;0.7825;0.84722222;0.5;0.58233595;0.421875;0.53125
2018;Federal;0000.00.0253;RESERVA EXTRATIVISTA DE CANAVIEIRAS;BA;Belmonte (BA), Canavieiras (BA), Una (BA);-15,61270409;-38,86814606;MARINHO;100687;3 - Moderada Efetividade;0.507411531;0.45176866;0.73809524;0.39166667;0.35720514;0.67045455;0.51785714
2019;Federal;0000.00.0253;RESERVA EXTRATIVISTA DE CANAVIEIRAS;BA;Belmonte (BA), Canavieiras (BA), Una (BA);-15,61270409;-38,86814606;MARINHO;100687;3 - Moderada Efetividade;0.493581386;0.40972222;0.72916667;0.375;0.28945314;0.6875;0.58333333
2020;Federal;0000.00.0253;RESERVA EXTRATIVISTA DE CANAVIEIRAS;BA;Belmonte (BA), Canavieiras (BA), Una (BA);-15,61270409;-38,86814606;MARINHO;100687;3 - Moderada Efetividade;0.491270743;0.44608411;0.61904762;0.40277778;0.27994423;0.75208333;0.546875
2017;Federal;0000.00.0253;RESERVA EXTRATIVISTA DE CANAVIEIRAS;BA;Belmonte (BA), Canavieiras (BA), Una (BA);-15,61270409;-38,86814606;MARINHO;100687;3 - Moderada Efetividade;0.483017398;0.52816358;0.65384615;0.36805556;0.38073964;0.59375;0.42613636
2018;Federal;0000.00.1808;RESERVA EXTRATIVISTA DE CASSURUBA;BA;Alcobaça (BA), Caravelas (BA), Nova Viçosa (BA);-17,84772559;-39,26242973;MARINHO;100571;3 - Moderada Efetividade;0.562457781;0.63040123;0.66203704;0.44444444;0.5250922;0.56696429;0.56730769
2017;Federal;0000.00.1808;RESERVA EXTRATIVISTA DE CASSURUBA;BA;Alcobaça (BA), Caravelas (BA), Nova Viçosa (BA);-17,84772559;-39,26242973;MARINHO;100571;3 - Moderada Efetividade;0.549588674;0.595;0.66666667;0.45833333;0.49806606;0.5625;0.53645833
2019;Federal;0000.00.1808;RESERVA EXTRATIVISTA DE CASSURUBA;BA;Alcobaça (BA), Caravelas (BA), Nova Viçosa (BA);-17,84772559;-39,26242973;MARINHO;100571;3 - Moderada Efetividade;0.538406296;0.63734568;0.675;0.40625;0.47557312;0.55833333;0.5078125
2020;Federal;0000.00.1808;RESERVA EXTRATIVISTA DE CASSURUBA;BA;Alcobaça (BA), Caravelas (BA), Nova Viçosa (BA);-17,84772559;-39,26242973;MARINHO;100571;3 - Moderada Efetividade;0.505037973;0.42559524;0.63020833;0.39166667;0.29792247;0.765625;0.61805556
2019;Federal;0000.00.0279;RESERVA EXTRATIVISTA DE CURURUPU;MA;Cururupu (MA);-1,535271959;-44,83763258;MARINHO;185192;2 - Efetiva;0.606533299;0.62472222;0.72916667;0.46875;0.61496593;0.65625;0.575
2018;Federal;0000.00.0279;RESERVA EXTRATIVISTA DE CURURUPU;MA;Cururupu (MA);-1,535271959;-44,83763258;MARINHO;185192;3 - Moderada Efetividade;0.501417228;0.5;0.56944444;0.44047619;0.52631961;0.54166667;0.44791667
2017;Federal;0000.00.0279;RESERVA EXTRATIVISTA DE CURURUPU;MA;Cururupu (MA);-1,535271959;-44,83763258;MARINHO;185192;3 - Moderada Efetividade;0.490086714;0.48388889;0.58928571;0.39583333;0.51651566;0.53125;0.44791667
2018;Federal;0000.00.0231;RESERVA EXTRATIVISTA DO BATOQUE;CE;Aquiraz (CE);-3,994542369;-38,24173631;CAATINGA;601;3 - Moderada Efetividade;0.587343786;0.68583333;0.75;0.38888889;0.57129921;0.71875;0.47916667
2020;Federal;0000.00.0231;RESERVA EXTRATIVISTA DO BATOQUE;CE;Aquiraz (CE);-3,994542369;-38,24173631;CAATINGA;601;3 - Moderada Efetividade;0.582421435;0.54756944;0.6712963;0.39583333;0.51906842;0.84375;0.58035714
2019;Federal;0000.00.0231;RESERVA EXTRATIVISTA DO BATOQUE;CE;Aquiraz (CE);-3,994542369;-38,24173631;CAATINGA;601;3 - Moderada Efetividade;0.582265796;0.69333333;0.65277778;0.41666667;0.54770812;0.73125;0.5
2017;Federal;0000.00.0231;RESERVA EXTRATIVISTA DO BATOQUE;CE;Aquiraz (CE);-3,994542369;-38,24173631;CAATINGA;601;3 - Moderada Efetividade;0.502324464;0.61791667;0.65833333;0.43055556;0.48652099;0.52083333;0.34821429
2019;Federal;0000.00.0232;RESERVA EXTRATIVISTA DO CAZUMBA-IRACEMA;AC;Sena Madureira (AC), Manoel Urbano (AC);-9,513869223;-69,47265492;AMAZONIA;755651;3 - Moderada Efetividade;0.55659031;0.54152494;0.625;0.54166667;0.43465696;0.60763889;0.609375
2020;Federal;0000.00.0232;RESERVA EXTRATIVISTA DO CAZUMBA-IRACEMA;AC;Sena Madureira (AC), Manoel Urbano (AC);-9,513869223;-69,47265492;AMAZONIA;755651;3 - Moderada Efetividade;0.542069572;0.53585601;0.625;0.54166667;0.37666601;0.60763889;0.59722222
2018;Federal;0000.00.0232;RESERVA EXTRATIVISTA DO CAZUMBA-IRACEMA;AC;Sena Madureira (AC), Manoel Urbano (AC);-9,513869223;-69,47265492;AMAZONIA;755651;3 - Moderada Efetividade;0.535650372;0.51870748;0.625;0.54166667;0.41411673;0.51102941;0.625
2020;Federal;0000.00.1519;RESERVA EXTRATIVISTA DO CIRIACO;MA;Imperatriz (MA), Cidelândia (MA);-5,259966955;-47,8138989;AMAZONIA;8107;2 - Efetiva;0.678311514;0.92152778;0.81944444;0.41666667;0.71403179;0.73958333;0.55
2018;Federal;0000.00.1519;RESERVA EXTRATIVISTA DO CIRIACO;MA;Imperatriz (MA), Cidelândia (MA);-5,259966955;-47,8138989;AMAZONIA;8107;2 - Efetiva;0.607464413;0.91666667;0.65833333;0.375;0.69317353;0.453125;0.64285714
2019;Federal;0000.00.1519;RESERVA EXTRATIVISTA DO CIRIACO;MA;Imperatriz (MA), Cidelândia (MA);-5,259966955;-47,8138989;AMAZONIA;8107;2 - Efetiva;0.604844433;0.94375;0.675;0.375;0.67488736;0.4921875;0.5625
2020;Federal;0000.00.0242;RESERVA EXTRATIVISTA DO LAGO DO CAPANA GRANDE;AM;Manicoré (AM);-5,84636436;-62,08142524;AMAZONIA;304309;3 - Moderada Efetividade;0.571575878;0.66510519;0.70833333;0.40277778;0.56179914;0.55729167;0.5703125
2018;Federal;0000.00.0242;RESERVA EXTRATIVISTA DO LAGO DO CAPANA GRANDE;AM;Manicoré (AM);-5,84636436;-62,08142524;AMAZONIA;304309;3 - Moderada Efetividade;0.545294708;0.53854167;0.63541667;0.5;0.57201416;0.51875;0.52083333
2017;Federal;0000.00.0242;RESERVA EXTRATIVISTA DO LAGO DO CAPANA GRANDE;AM;Manicoré (AM);-5,84636436;-62,08142524;AMAZONIA;304309;3 - Moderada Efetividade;0.542806393;0.56284722;0.58333333;0.5;0.56854789;0.53125;0.52083333
2019;Federal;0000.00.0242;RESERVA EXTRATIVISTA DO LAGO DO CAPANA GRANDE;AM;Manicoré (AM);-5,84636436;-62,08142524;AMAZONIA;304309;3 - Moderada Efetividade;0.531708629;0.48064596;0.765625;0.40277778;0.48008126;0.5625;0.5546875
2020;Federal;0000.00.1606;RESERVA EXTRATIVISTA DO MEDIO PURUS;AM;Lábrea (AM), Pauini (AM), Tapauá (AM);-7,589145433;-66,06296985;AMAZONIA;604226;3 - Moderada Efetividade;0.54669234;0.57682292;0.69444444;0.36309524;0.54439713;0.55416667;0.59375
2019;Federal;0000.00.1606;RESERVA EXTRATIVISTA DO MEDIO PURUS;AM;Lábrea (AM), Pauini (AM), Tapauá (AM);-7,589145433;-66,06296985;AMAZONIA;604226;3 - Moderada Efetividade;0.543822233;0.59440104;0.675;0.36309524;0.51354356;0.55416667;0.6015625
2018;Federal;0000.00.1606;RESERVA EXTRATIVISTA DO MEDIO PURUS;AM;Lábrea (AM), Pauini (AM), Tapauá (AM);-7,589145433;-66,06296985;AMAZONIA;604226;3 - Moderada Efetividade;0.489840602;0.5546875;0.7;0.36904762;0.49087328;0.46590909;0.40625
2017;Federal;0000.00.0238;RESERVA EXTRATIVISTA DO RIO CAUTARIO;RO;Guajará-Mirim (RO);-11,81867577;-64,18654296;AMAZONIA;75126;2 - Efetiva;0.660173426;0.83333333;0.66666667;0.39583333;0.7643319;0.6875;0.675
2020;Federal;0000.00.0238;RESERVA EXTRATIVISTA DO RIO CAUTARIO;RO;Guajará-Mirim (RO);-11,81867577;-64,18654296;AMAZONIA;75126;2 - Efetiva;0.647089492;0.80555556;0.45833333;0.41666667;0.75815051;0.75;0.75
2018;Federal;0000.00.0238;RESERVA EXTRATIVISTA DO RIO CAUTARIO;RO;Guajará-Mirim (RO);-11,81867577;-64,18654296;AMAZONIA;75126;2 - Efetiva;0.64489045;0.88020833;0.54166667;0.39583333;0.76354831;0.6875;0.66964286
2019;Federal;0000.00.0238;RESERVA EXTRATIVISTA DO RIO CAUTARIO;RO;Guajará-Mirim (RO);-11,81867577;-64,18654296;AMAZONIA;75126;2 - Efetiva;0.600971719;0.70833333;0.45833333;0.45833333;0.66937517;0.671875;0.66964286
2018;Federal;0000.00.0239;RESERVA EXTRATIVISTA DO RIO JUTAI;AM;Jutaí (AM);-3,506107378;-67,32680497;AMAZONIA;275513;3 - Moderada Efetividade;0.560242078;0.62673611;0.58333333;0.39583333;0.52696759;0.75;0.52083333
2019;Federal;0000.00.0239;RESERVA EXTRATIVISTA DO RIO JUTAI;AM;Jutaí (AM);-3,506107378;-67,32680497;AMAZONIA;275513;3 - Moderada Efetividade;0.546416652;0.62326389;0.55833333;0.33333333;0.63325908;0.5;0.6875
2020;Federal;0000.00.0239;RESERVA EXTRATIVISTA DO RIO JUTAI;AM;Jutaí (AM);-3,506107378;-67,32680497;AMAZONIA;275513;3 - Moderada Efetividade;0.539549089;0.6484375;0.58333333;0.39583333;0.56569534;0.57291667;0.5
2019;Federal;0000.00.0283;RESERVA EXTRATIVISTA DO RIO UNINI;AM;Barcelos (AM);-1,625382734;-63,3091683;AMAZONIA;849686;2 - Efetiva;0.629037475;0.7671131;0.69907407;0.5;0.60203542;0.60511364;0.61875
2018;Federal;0000.00.0283;RESERVA EXTRATIVISTA DO RIO UNINI;AM;Barcelos (AM);-1,625382734;-63,3091683;AMAZONIA;849686;2 - Efetiva;0.622321139;0.78047052;0.76190476;0.47916667;0.62753994;0.64204545;0.49107143
2020;Federal;0000.00.0283;RESERVA EXTRATIVISTA DO RIO UNINI;AM;Barcelos (AM);-1,625382734;-63,3091683;AMAZONIA;849686;3 - Moderada Efetividade;0.589128474;0.60104167;0.6875;0.40972222;0.51690032;0.7325;0.625
2017;Federal;0000.00.0283;RESERVA EXTRATIVISTA DO RIO UNINI;AM;Barcelos (AM);-1,625382734;-63,3091683;AMAZONIA;849686;3 - Moderada Efetividade;0.532841692;0.51319444;0.78571429;0.52083333;0.38169469;0.64375;0.421875
2020;Federal;0000.00.0240;RESERVA EXTRATIVISTA EXTREMO NORTE DO TOCANTINS;TO;Carrasco Bonito (TO);-5,348020764;-48,00724831;AMAZONIA;9070;2 - Efetiva;0.615484523;0.90625;0.675;0.41666667;0.67197404;0.5875;0.51041667
2018;Federal;0000.00.0240;RESERVA EXTRATIVISTA EXTREMO NORTE DO TOCANTINS;TO;Carrasco Bonito (TO);-5,348020764;-48,00724831;AMAZONIA;9070;3 - Moderada Efetividade;0.46574818;0.5;0.64166667;0.41666667;0.22136318;0.5390625;0.55
2019;Federal;0000.00.0240;RESERVA EXTRATIVISTA EXTREMO NORTE DO TOCANTINS;TO;Carrasco Bonito (TO);-5,348020764;-48,00724831;AMAZONIA;9070;3 - Moderada Efetividade;0.455235372;0.5;0.64166667;0.41666667;0.27136783;0.5390625;0.421875
2019;Federal;0000.00.0241;RESERVA EXTRATIVISTA IPAU-ANILZINHO;PA;Baião (PA);-3,14863021;-49,75467111;AMAZONIA;55834;3 - Moderada Efetividade;0.583713243;0.53763889;0.73076923;0.40277778;0.48983318;0.73214286;0.6640625
2018;Federal;0000.00.0241;RESERVA EXTRATIVISTA IPAU-ANILZINHO;PA;Baião (PA);-3,14863021;-49,75467111;AMAZONIA;55834;3 - Moderada Efetividade;0.551938662;0.58916667;0.69166667;0.41666667;0.47918823;0.70982143;0.4765625
2019;Federal;0000.00.3651;RESERVA EXTRATIVISTA ITAPETININGA;MA;Bequimão (MA);-2,340018798;-44,70844095;AMAZONIA;16294;2 - Efetiva;0.733062179;0.875;1.0;0.5;0.58333333;0.90625;0.625
2020;Federal;0000.00.1628;RESERVA EXTRATIVISTA ITUXI;AM;Lábrea (AM);-8,373287083;-65,28734807;AMAZONIA;776323;3 - Moderada Efetividade;0.588977032;0.54296875;0.67361111;0.5;0.56916607;0.625;0.64285714
2019;Federal;0000.00.1628;RESERVA EXTRATIVISTA ITUXI;AM;Lábrea (AM);-8,373287083;-65,28734807;AMAZONIA;776323;3 - Moderada Efetividade;0.58557323;0.56695816;0.66666667;0.54166667;0.56540986;0.625;0.5625
2018;Federal;0000.00.1628;RESERVA EXTRATIVISTA ITUXI;AM;Lábrea (AM);-8,373287083;-65,28734807;AMAZONIA;776323;3 - Moderada Efetividade;0.582086118;0.5369513;0.67361111;0.54166667;0.50869052;0.625;0.625
2017;Federal;0000.00.1628;RESERVA EXTRATIVISTA ITUXI;AM;Lábrea (AM);-8,373287083;-65,28734807;AMAZONIA;776323;3 - Moderada Efetividade;0.555242917;0.47153635;0.67361111;0.54166667;0.4314588;0.625;0.625
2019;Federal;0000.00.0287;RESERVA EXTRATIVISTA LAGO DO CEDRO;GO;Aruanã (GO);-14,75066701;-51,01543608;CERRADO;17179;4 - Reduzida Efetividade;0.359812716;0.4375;0.29166667;0.48611111;0.19639568;0.32291667;0.5
2018;Federal;0000.00.0287;RESERVA EXTRATIVISTA LAGO DO CEDRO;GO;Aruanã (GO);-14,75066701;-51,01543608;CERRADO;17179;4 - Reduzida Efetividade;0.355398768;0.08333333;0.58333333;0.48611111;0.31019827;0.390625;0.5625
2020;Federal;0000.00.0287;RESERVA EXTRATIVISTA LAGO DO CEDRO;GO;Aruanã (GO);-14,75066701;-51,01543608;CERRADO;17179;4 - Reduzida Efetividade;0.339965173;0.4375;0.39583333;0.34722222;0.16855569;0.27083333;0.46875
2019;Federal;0000.00.0233;RESERVA EXTRATIVISTA LAGO DO CUNIA;RO;Porto Velho (RO);-8,287084261;-63,48027121;AMAZONIA;75874;2 - Efetiva;0.630006263;0.66449653;0.63541667;0.5;0.71236212;0.625;0.6625
2020;Federal;0000.00.0233;RESERVA EXTRATIVISTA LAGO DO CUNIA;RO;Porto Velho (RO);-8,287084261;-63,48027121;AMAZONIA;75874;2 - Efetiva;0.625214898;0.65755208;0.63541667;0.5;0.71228436;0.625;0.640625
2018;Federal;0000.00.0233;RESERVA EXTRATIVISTA LAGO DO CUNIA;RO;Porto Velho (RO);-8,287084261;-63,48027121;AMAZONIA;75874;3 - Moderada Efetividade;0.531719731;0.53125;0.52604167;0.5;0.51001603;0.55208333;0.578125
2017;Federal;0000.00.0233;RESERVA EXTRATIVISTA LAGO DO CUNIA;RO;Porto Velho (RO);-8,287084261;-63,48027121;AMAZONIA;75874;3 - Moderada Efetividade;0.48651131;0.53125;0.53571429;0.45833333;0.54440321;0.33928571;0.546875
2019;Federal;0000.00.0243;RESERVA EXTRATIVISTA MAE GRANDE DE CURUCA;PA;Curuçá (PA);-0,638140985;-47,86630374;AMAZONIA;36828;3 - Moderada Efetividade;0.462297887;0.41080729;0.875;0.375;0.26232639;0.50694444;0.47321429
2018;Federal;0000.00.0243;RESERVA EXTRATIVISTA MAE GRANDE DE CURUCA;PA;Curuçá (PA);-0,638140985;-47,86630374;AMAZONIA;36828;3 - Moderada Efetividade;0.455893278;0.45703125;0.75;0.375;0.30552586;0.50694444;0.4140625
2020;Federal;0000.00.0243;RESERVA EXTRATIVISTA MAE GRANDE DE CURUCA;PA;Curuçá (PA);-0,638140985;-47,86630374;AMAZONIA;36828;3 - Moderada Efetividade;0.452920408;0.47395833;0.85833333;0.34722222;0.20623497;0.58333333;0.40625
2020;Federal;0000.00.0234;RESERVA EXTRATIVISTA MANDIRA;SP;Cananéia (SP);-25,01423673;-48,0300878;MATA ATLANTICA;1178;2 - Efetiva;0.748057407;0.95684524;0.97222222;0.5;0.72269983;0.875;0.5625
2019;Federal;0000.00.0234;RESERVA EXTRATIVISTA MANDIRA;SP;Cananéia (SP);-25,01423673;-48,0300878;MATA ATLANTICA;1178;2 - Efetiva;0.698207172;0.72222222;0.97916667;0.5;0.57638889;0.84821429;0.640625
2018;Federal;0000.00.0234;RESERVA EXTRATIVISTA MANDIRA;SP;Cananéia (SP);-25,01423673;-48,0300878;MATA ATLANTICA;1178;2 - Efetiva;0.628782388;0.74489796;0.91666667;0.5;0.57739472;0.51041667;0.57291667
2020;Federal;0000.00.0244;RESERVA EXTRATIVISTA MAPUA;PA;Porto de Moz (PA);-1,131550563;-50,1757973;AMAZONIA;93759;3 - Moderada Efetividade;0.47555739;0.4375;0.84722222;0.375;0.26111754;0.64285714;0.4375
2020;Federal;0000.00.0227;RESERVA EXTRATIVISTA MARACANA;PA;Maracanã (PA);-0,717486857;-47,48070312;AMAZONIA;30179;3 - Moderada Efetividade;0.462853427;0.42708333;0.81818182;0.375;0.21829667;0.65460526;0.4453125
2019;Federal;0000.00.0227;RESERVA EXTRATIVISTA MARACANA;PA;Maracanã (PA);-0,717486857;-47,48070312;AMAZONIA;30179;3 - Moderada Efetividade;0.458293062;0.42013889;0.54861111;0.3;0.31458364;0.67410714;0.5625
2017;Federal;0000.00.0227;RESERVA EXTRATIVISTA MARACANA;PA;Maracanã (PA);-0,717486857;-47,48070312;AMAZONIA;30179;3 - Moderada Efetividade;0.421346713;0.38541667;0.61666667;0.48484848;0.22456118;0.4375;0.44791667
2018;Federal;0000.00.0227;RESERVA EXTRATIVISTA MARACANA;PA;Maracanã (PA);-0,717486857;-47,48070312;AMAZONIA;30179;3 - Moderada Efetividade;0.412002439;0.38541667;0.61309524;0.453125;0.20332743;0.4375;0.453125
2020;Federal;0000.00.0247;RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA;PA;Augusto Corrêa (PA);-0,985306395;-46,47533288;AMAZONIA;62578;3 - Moderada Efetividade;0.539924919;0.53291667;0.76388889;0.4375;0.44176243;0.66071429;0.46428571
2018;Federal;0000.00.0247;RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA;PA;Augusto Corrêa (PA);-0,985306395;-46,47533288;AMAZONIA;62578;3 - Moderada Efetividade;0.51851836;0.47113715;0.78125;0.25;0.4667607;0.73214286;0.55208333
2019;Federal;0000.00.0247;RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA;PA;Augusto Corrêa (PA);-0,985306395;-46,47533288;AMAZONIA;62578;3 - Moderada Efetividade;0.498450315;0.4475;0.77083333;0.39583333;0.36248902;0.66071429;0.44642857
2017;Federal;0000.00.0251;RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO;RJ;Arraial do Cabo (RJ);-23,00498135;-42,11205216;MARINHO;51650;3 - Moderada Efetividade;0.536517907;0.50231481;0.54427083;0.875;0.36027924;0.54464286;0.48611111
2018;Federal;0000.00.0251;RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO;RJ;Arraial do Cabo (RJ);-23,00498135;-42,11205216;MARINHO;51650;3 - Moderada Efetividade;0.531510851;0.49537037;0.5546875;0.875;0.36491032;0.47222222;0.51136364
2019;Federal;0000.00.0251;RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO;RJ;Arraial do Cabo (RJ);-23,00498135;-42,11205216;MARINHO;51650;3 - Moderada Efetividade;0.522862814;0.51041667;0.52083333;0.875;0.30182841;0.59027778;0.46875
2020;Federal;0000.00.0251;RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO;RJ;Arraial do Cabo (RJ);-23,00498135;-42,11205216;MARINHO;51650;3 - Moderada Efetividade;0.401429758;0.56790123;0.59429825;0.0;0.43819451;0.70416667;0.64204545
2020;Federal;0000.00.0248;RESERVA EXTRATIVISTA MARINHA CAETETAPERACU;PA;Bragança (PA);-0,880502918;-46,69973516;AMAZONIA;42490;3 - Moderada Efetividade;0.485075397;0.51111111;0.65277778;0.42261905;0.38886663;0.4375;0.5234375
2019;Federal;0000.00.0248;RESERVA EXTRATIVISTA MARINHA CAETETAPERACU;PA;Bragança (PA);-0,880502918;-46,69973516;AMAZONIA;42490;3 - Moderada Efetividade;0.423011997;0.43652778;0.61574074;0.375;0.28398351;0.38970588;0.4765625
2018;Federal;0000.00.0248;RESERVA EXTRATIVISTA MARINHA CAETETAPERACU;PA;Bragança (PA);-0,880502918;-46,69973516;AMAZONIA;42490;3 - Moderada Efetividade;0.414967445;0.39854167;0.61111111;0.43055556;0.26724076;0.35294118;0.475
2017;Federal;0000.00.0248;RESERVA EXTRATIVISTA MARINHA CAETETAPERACU;PA;Bragança (PA);-0,880502918;-46,69973516;AMAZONIA;42490;4 - Reduzida Efetividade;0.384189081;0.40239198;0.61363636;0.33333333;0.27516908;0.35833333;0.3671875
2018;Federal;0000.00.3134;RESERVA EXTRATIVISTA MARINHA CUINARANA;PA;Magalhães Barata (PA);-0,773252601;-47,66932357;AMAZONIA;11036;3 - Moderada Efetividade;0.513518931;0.74652778;0.69270833;0.38194444;0.60666334;0.19886364;0.609375
2019;Federal;0000.00.3134;RESERVA EXTRATIVISTA MARINHA CUINARANA;PA;Magalhães Barata (PA);-0,773252601;-47,66932357;AMAZONIA;11036;3 - Moderada Efetividade;0.444657266;0.46428571;0.54166667;0.43055556;0.29395221;0.5;0.46875
2020;Federal;0000.00.3134;RESERVA EXTRATIVISTA MARINHA CUINARANA;PA;Magalhães Barata (PA);-0,773252601;-47,66932357;AMAZONIA;11036;3 - Moderada Efetividade;0.424633506;0.47083333;0.61309524;0.48611111;0.17628117;0.47368421;0.421875
2019;Federal;0000.00.0245;RESERVA EXTRATIVISTA MARINHA DA BAIA DE IGUAPE;BA;Cachoeira (BA), Maragogipe (BA);-12,74675959;-38,88915028;MATA ATLANTICA;10082;3 - Moderada Efetividade;0.500612096;0.53472222;0.71875;0.29166667;0.40133757;0.58333333;0.546875
2018;Federal;0000.00.0245;RESERVA EXTRATIVISTA MARINHA DA BAIA DE IGUAPE;BA;Cachoeira (BA), Maragogipe (BA);-12,74675959;-38,88915028;MATA ATLANTICA;10082;3 - Moderada Efetividade;0.4745481;0.52276235;0.70138889;0.16666667;0.44810001;0.57692308;0.58125
2017;Federal;0000.00.0245;RESERVA EXTRATIVISTA MARINHA DA BAIA DE IGUAPE;BA;Cachoeira (BA), Maragogipe (BA);-12,74675959;-38,88915028;MATA ATLANTICA;10082;3 - Moderada Efetividade;0.451628614;0.58796296;0.79166667;0.14583333;0.36761538;0.52604167;0.4765625
2020;Federal;0000.00.0245;RESERVA EXTRATIVISTA MARINHA DA BAIA DE IGUAPE;BA;Cachoeira (BA), Maragogipe (BA);-12,74675959;-38,88915028;MATA ATLANTICA;10082;3 - Moderada Efetividade;0.439923345;0.44583333;0.625;0.35416667;0.31584805;0.53846154;0.4140625
2020;Federal;0000.00.0246;RESERVA EXTRATIVISTA MARINHA DA LAGOA DO JEQUIA;AL;Jequiá da Praia (AL);-10,00309785;-35,98950822;MARINHO;10197;3 - Moderada Efetividade;0.547411567;0.6899093;0.64880952;0.34722222;0.50111709;0.63125;0.515625
2019;Federal;0000.00.0246;RESERVA EXTRATIVISTA MARINHA DA LAGOA DO JEQUIA;AL;Jequiá da Praia (AL);-10,00309785;-35,98950822;MARINHO;10197;3 - Moderada Efetividade;0.535404611;0.66560374;0.60833333;0.38888889;0.52518093;0.50416667;0.546875
